DATE,AUS_CASES_ACTIVE,AUS_CASES_LOCAL_LAST_24H,AUS_CASES_OVERSEAS_ACQUIRED_LAST_24H,AUS_CASES_UNDER_INVESTIGATION_LAST_24H,AUS_CASES_LOCAL_LAST_7D,AUS_CASES_OVERSEAS_ACQUIRED_LAST_7D,AUS_CASES_UNDER_INVESTIGATION_LAST_7D,ACT_CASES_ACTIVE,ACT_CASES_LOCAL_LAST_24H,ACT_CASES_OVERSEAS_ACQUIRED_LAST_24H,ACT_CASES_UNDER_INVESTIGATION_LAST_24H,ACT_CASES_LOCAL_LAST_7D,ACT_CASES_OVERSEAS_ACQUIRED_LAST_7D,ACT_CASES_UNDER_INVESTIGATION_LAST_7D,NSW_CASES_ACTIVE,NSW_CASES_LOCAL_LAST_24H,NSW_CASES_OVERSEAS_ACQUIRED_LAST_24H,NSW_CASES_UNDER_INVESTIGATION_LAST_24H,NSW_CASES_LOCAL_LAST_7D,NSW_CASES_OVERSEAS_ACQUIRED_LAST_7D,NSW_CASES_UNDER_INVESTIGATION_LAST_7D,NT_CASES_ACTIVE,NT_CASES_LOCAL_LAST_24H,NT_CASES_OVERSEAS_ACQUIRED_LAST_24H,NT_CASES_UNDER_INVESTIGATION_LAST_24H,NT_CASES_LOCAL_LAST_7D,NT_CASES_OVERSEAS_ACQUIRED_LAST_7D,NT_CASES_UNDER_INVESTIGATION_LAST_7D,QLD_CASES_ACTIVE,QLD_CASES_LOCAL_LAST_24H,QLD_CASES_OVERSEAS_ACQUIRED_LAST_24H,QLD_CASES_UNDER_INVESTIGATION_LAST_24H,QLD_CASES_LOCAL_LAST_7D,QLD_CASES_OVERSEAS_ACQUIRED_LAST_7D,QLD_CASES_UNDER_INVESTIGATION_LAST_7D,SA_CASES_ACTIVE,SA_CASES_LOCAL_LAST_24H,SA_CASES_OVERSEAS_ACQUIRED_LAST_24H,SA_CASES_UNDER_INVESTIGATION_LAST_24H,SA_CASES_LOCAL_LAST_7D,SA_CASES_OVERSEAS_ACQUIRED_LAST_7D,SA_CASES_UNDER_INVESTIGATION_LAST_7D,TAS_CASES_ACTIVE,TAS_CASES_LOCAL_LAST_24H,TAS_CASES_OVERSEAS_ACQUIRED_LAST_24H,TAS_CASES_UNDER_INVESTIGATION_LAST_24H,TAS_CASES_LOCAL_LAST_7D,TAS_CASES_OVERSEAS_ACQUIRED_LAST_7D,TAS_CASES_UNDER_INVESTIGATION_LAST_7D,VIC_CASES_ACTIVE,VIC_CASES_LOCAL_LAST_24H,VIC_CASES_OVERSEAS_ACQUIRED_LAST_24H,VIC_CASES_UNDER_INVESTIGATION_LAST_24H,VIC_CASES_LOCAL_LAST_7D,VIC_CASES_OVERSEAS_ACQUIRED_LAST_7D,VIC_CASES_UNDER_INVESTIGATION_LAST_7D,WA_CASES_ACTIVE,WA_CASES_LOCAL_LAST_24H,WA_CASES_OVERSEAS_ACQUIRED_LAST_24H,WA_CASES_UNDER_INVESTIGATION_LAST_24H,WA_CASES_LOCAL_LAST_7D,WA_CASES_OVERSEAS_ACQUIRED_LAST_7D,WA_CASES_UNDER_INVESTIGATION_LAST_7D,AUS_SOURCE_OVERSEAS,AUS_SOURCE_LOCAL_CONFIRMED_CASE,AUS_SOURCE_LOCAL_UNKNOWN_CONTACT,AUS_SOURCE_LOCAL_INTERSTATE_TRAVEL,AUS_SOURCE_UNDER_INVESTIGATION,AUS_CASES_TOTAL,AUS_DEATHS_TOTAL,ACT_SOURCE_OVERSEAS,ACT_SOURCE_LOCAL_CONFIRMED_CASE,ACT_SOURCE_LOCAL_UNKNOWN_CONTACT,ACT_SOURCE_LOCAL_INTERSTATE_TRAVEL,ACT_SOURCE_UNDER_INVESTIGATION,ACT_CASES_TOTAL,ACT_DEATHS_TOTAL,NSW_SOURCE_OVERSEAS,NSW_SOURCE_LOCAL_CONFIRMED_CASE,NSW_SOURCE_LOCAL_UNKNOWN_CONTACT,NSW_SOURCE_LOCAL_INTERSTATE_TRAVEL,NSW_SOURCE_UNDER_INVESTIGATION,NSW_CASES_TOTAL,NSW_DEATHS_TOTAL,NT_SOURCE_OVERSEAS,NT_SOURCE_LOCAL_CONFIRMED_CASE,NT_SOURCE_LOCAL_UNKNOWN_CONTACT,NT_SOURCE_LOCAL_INTERSTATE_TRAVEL,NT_SOURCE_UNDER_INVESTIGATION,NT_CASES_TOTAL,NT_DEATHS_TOTAL,QLD_SOURCE_OVERSEAS,QLD_SOURCE_LOCAL_CONFIRMED_CASE,QLD_SOURCE_LOCAL_UNKNOWN_CONTACT,QLD_SOURCE_LOCAL_INTERSTATE_TRAVEL,QLD_SOURCE_UNDER_INVESTIGATION,QLD_CASES_TOTAL,QLD_DEATHS_TOTAL,SA_SOURCE_OVERSEAS,SA_SOURCE_LOCAL_CONFIRMED_CASE,SA_SOURCE_LOCAL_UNKNOWN_CONTACT,SA_SOURCE_LOCAL_INTERSTATE_TRAVEL,SA_SOURCE_UNDER_INVESTIGATION,SA_CASES_TOTAL,SA_DEATHS_TOTAL,TAS_SOURCE_OVERSEAS,TAS_SOURCE_LOCAL_CONFIRMED_CASE,TAS_SOURCE_LOCAL_UNKNOWN_CONTACT,TAS_SOURCE_LOCAL_INTERSTATE_TRAVEL,TAS_SOURCE_UNDER_INVESTIGATION,TAS_CASES_TOTAL,TAS_DEATHS_TOTAL,VIC_SOURCE_OVERSEAS,VIC_SOURCE_LOCAL_CONFIRMED_CASE,VIC_SOURCE_LOCAL_UNKNOWN_CONTACT,VIC_SOURCE_LOCAL_INTERSTATE_TRAVEL,VIC_SOURCE_UNDER_INVESTIGATION,VIC_CASES_TOTAL,VIC_DEATHS_TOTAL,WA_SOURCE_OVERSEAS,WA_SOURCE_LOCAL_CONFIRMED_CASE,WA_SOURCE_LOCAL_UNKNOWN_CONTACT,WA_SOURCE_LOCAL_INTERSTATE_TRAVEL,WA_SOURCE_UNDER_INVESTIGATION,WA_CASES_TOTAL,WA_DEATHS_TOTAL,AUS_TESTS_LAST_7D,AUS_TESTS_PER_100K_LAST_7D,AUS_TESTS_TOTAL,AUS_TESTS_POSITIVE_PCT,ACT_TESTS_LAST_7D,ACT_TESTS_PER_100K_LAST_7D,ACT_TESTS_TOTAL,ACT_TESTS_POSITIVE_PCT,NSW_TESTS_LAST_7D,NSW_TESTS_PER_100K_LAST_7D,NSW_TESTS_TOTAL,NSW_TESTS_POSITIVE_PCT,NT_TESTS_LAST_7D,NT_TESTS_PER_100K_LAST_7D,NT_TESTS_TOTAL,NT_TESTS_POSITIVE_PCT,QLD_TESTS_LAST_7D,QLD_TESTS_PER_100K_LAST_7D,QLD_TESTS_TOTAL,QLD_TESTS_POSITIVE_PCT,SA_TESTS_LAST_7D,SA_TESTS_PER_100K_LAST_7D,SA_TESTS_TOTAL,SA_TESTS_POSITIVE_PCT,TAS_TESTS_LAST_7D,TAS_TESTS_PER_100K_LAST_7D,TAS_TESTS_TOTAL,TAS_TESTS_POSITIVE_PCT,VIC_TESTS_LAST_7D,VIC_TESTS_PER_100K_LAST_7D,VIC_TESTS_TOTAL,VIC_TESTS_POSITIVE_PCT,WA_TESTS_LAST_7D,WA_TESTS_PER_100K_LAST_7D,WA_TESTS_TOTAL,WA_TESTS_POSITIVE_PCT,AUS_AGED_CARE_IN_HOME_ACTIVE,AUS_AGED_CARE_IN_HOME_RECOVERED,AUS_AGED_CARE_IN_HOME_DEATHS,ACT_AGED_CARE_IN_HOME_ACTIVE,ACT_AGED_CARE_IN_HOME_RECOVERED,ACT_AGED_CARE_IN_HOME_DEATHS,NSW_AGED_CARE_IN_HOME_ACTIVE,NSW_AGED_CARE_IN_HOME_RECOVERED,NSW_AGED_CARE_IN_HOME_DEATHS,NT_AGED_CARE_IN_HOME_ACTIVE,NT_AGED_CARE_IN_HOME_RECOVERED,NT_AGED_CARE_IN_HOME_DEATHS,QLD_AGED_CARE_IN_HOME_ACTIVE,QLD_AGED_CARE_IN_HOME_RECOVERED,QLD_AGED_CARE_IN_HOME_DEATHS,SA_AGED_CARE_IN_HOME_ACTIVE,SA_AGED_CARE_IN_HOME_RECOVERED,SA_AGED_CARE_IN_HOME_DEATHS,TAS_AGED_CARE_IN_HOME_ACTIVE,TAS_AGED_CARE_IN_HOME_RECOVERED,TAS_AGED_CARE_IN_HOME_DEATHS,VIC_AGED_CARE_IN_HOME_ACTIVE,VIC_AGED_CARE_IN_HOME_RECOVERED,VIC_AGED_CARE_IN_HOME_DEATHS,WA_AGED_CARE_IN_HOME_ACTIVE,WA_AGED_CARE_IN_HOME_RECOVERED,WA_AGED_CARE_IN_HOME_DEATHS,AUS_AGED_CARE_RESIDENTIAL_ACTIVE,AUS_AGED_CARE_RESIDENTIAL_RECOVERED,AUS_AGED_CARE_RESIDENTIAL_DEATHS,ACT_AGED_CARE_RESIDENTIAL_ACTIVE,ACT_AGED_CARE_RESIDENTIAL_RECOVERED,ACT_AGED_CARE_RESIDENTIAL_DEATHS,NSW_AGED_CARE_RESIDENTIAL_ACTIVE,NSW_AGED_CARE_RESIDENTIAL_RECOVERED,NSW_AGED_CARE_RESIDENTIAL_DEATHS,NT_AGED_CARE_RESIDENTIAL_ACTIVE,NT_AGED_CARE_RESIDENTIAL_RECOVERED,NT_AGED_CARE_RESIDENTIAL_DEATHS,QLD_AGED_CARE_RESIDENTIAL_ACTIVE,QLD_AGED_CARE_RESIDENTIAL_RECOVERED,QLD_AGED_CARE_RESIDENTIAL_DEATHS,SA_AGED_CARE_RESIDENTIAL_ACTIVE,SA_AGED_CARE_RESIDENTIAL_RECOVERED,SA_AGED_CARE_RESIDENTIAL_DEATHS,TAS_AGED_CARE_RESIDENTIAL_ACTIVE,TAS_AGED_CARE_RESIDENTIAL_RECOVERED,TAS_AGED_CARE_RESIDENTIAL_DEATHS,VIC_AGED_CARE_RESIDENTIAL_ACTIVE,VIC_AGED_CARE_RESIDENTIAL_RECOVERED,VIC_AGED_CARE_RESIDENTIAL_DEATHS,WA_AGED_CARE_RESIDENTIAL_ACTIVE,WA_AGED_CARE_RESIDENTIAL_RECOVERED,WA_AGED_CARE_RESIDENTIAL_DEATHS,AUS_CASES_HOSPITAL_NOT_ICU,AUS_CASES_HOSPITAL_ICU,ACT_CASES_HOSPITAL_NOT_ICU,ACT_CASES_HOSPITAL_ICU,NSW_CASES_HOSPITAL_NOT_ICU,NSW_CASES_HOSPITAL_ICU,NT_CASES_HOSPITAL_NOT_ICU,NT_CASES_HOSPITAL_ICU,QLD_CASES_HOSPITAL_NOT_ICU,QLD_CASES_HOSPITAL_ICU,SA_CASES_HOSPITAL_NOT_ICU,SA_CASES_HOSPITAL_ICU,TAS_CASES_HOSPITAL_NOT_ICU,TAS_CASES_HOSPITAL_ICU,VIC_CASES_HOSPITAL_NOT_ICU,VIC_CASES_HOSPITAL_ICU,WA_CASES_HOSPITAL_NOT_ICU,WA_CASES_HOSPITAL_ICU,AUS_DEATHS_AGE_0_9_SEX_M,AUS_DEATHS_AGE_0_9_SEX_F,AUS_DEATHS_AGE_10_19_SEX_M,AUS_DEATHS_AGE_10_19_SEX_F,AUS_DEATHS_AGE_20_29_SEX_M,AUS_DEATHS_AGE_20_29_SEX_F,AUS_DEATHS_AGE_30_39_SEX_M,AUS_DEATHS_AGE_30_39_SEX_F,AUS_DEATHS_AGE_40_49_SEX_M,AUS_DEATHS_AGE_40_49_SEX_F,AUS_DEATHS_AGE_50_59_SEX_M,AUS_DEATHS_AGE_50_59_SEX_F,AUS_DEATHS_AGE_60_69_SEX_M,AUS_DEATHS_AGE_60_69_SEX_F,AUS_DEATHS_AGE_70_79_SEX_M,AUS_DEATHS_AGE_70_79_SEX_F,AUS_DEATHS_AGE_80_89_SEX_M,AUS_DEATHS_AGE_80_89_SEX_F,AUS_DEATHS_AGE_90+_SEX_M,AUS_DEATHS_AGE_90+_SEX_F
2021-05-23,82,0,3,0,0,27,0,0,0,0,0,0,0,0,48,0,2,0,0,12,0,3,0,0,0,0,2,0,13,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,3,0,4,0,0,0,0,1,0,7609,17964,4284,154,0,30011,910,95,25,1,3,0,124,3,3384,1645,451,90,0,5570,54,167,2,0,2,0,171,0,1273,264,41,23,0,1601,7,561,152,9,26,0,748,4,85,141,5,3,0,234,13,1135,15649,3763,0,0,20547,820,909,86,14,7,0,1016,9,314744,1241,17857120,0.2,2859,671,208728,0.1,92530,1144,5956445,0.1,6731,2735,197173,0.1,44181,868,2587941,0.1,23375,1334,1341356,0.1,4560,853,225137,0.1,121397,1841,6186620,0.3,19111,729,1153720,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,0,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1333,655,0,0,0,17,1,0,0,2,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,5,10,12,26,56,102,196,183,200,115
2021-05-24,78,0,8,1,0,31,1,0,0,0,0,0,0,0,48,0,2,0,0,12,0,3,0,0,0,0,2,0,12,0,3,1,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,4,0,4,0,1,0,0,2,0,7618,17964,4284,154,1,30021,910,95,25,1,3,0,124,3,3386,1645,451,90,0,5572,54,167,2,0,2,0,171,0,1276,264,41,23,1,1605,7,562,152,9,26,0,749,4,85,141,5,3,0,234,13,1137,15649,3763,0,0,20549,820,910,86,14,7,0,1017,9,310049,1223,17891090,0.2,2837,666,208959,0.1,91399,1130,5966104,0.1,6618,2689,197805,0.1,44610,876,2591922,0.1,23174,1322,1343558,0.1,4601,861,225507,0.1,119069,1806,6197877,0.3,17741,677,1159358,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,0,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1333,655,0,0,0,18,1,0,0,1,1,3,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,5,10,12,26,56,102,196,183,200,115
2021-05-25,83,3,5,1,3,29,3,0,0,0,0,0,0,0,48,0,2,0,0,11,0,2,0,0,0,0,1,0,15,0,2,0,0,10,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,13,3,0,1,3,4,1,3,0,0,0,0,2,0,7623,17967,4284,154,2,30030,910,95,25,1,3,0,124,3,3388,1645,451,90,0,5574,54,167,2,0,2,0,171,0,1278,264,41,23,1,1607,7,563,152,9,26,0,750,4,85,141,5,3,0,234,13,1137,15652,3763,0,1,20553,820,910,86,14,7,0,1017,9,306259,1208,17926654,0.2,2853,669,209643,0.1,89760,1110,5973366,0.1,6636,2696,198647,0.1,44008,864,2597225,0.1,23565,1345,1346301,0.1,4496,841,226069,0.1,115920,1758,6212769,0.3,19021,725,1162634,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,0,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1333,655,0,0,0,16,1,0,0,2,1,2,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,5,10,12,26,56,102,196,183,200,115
2021-05-26,93,9,4,1,12,30,3,0,0,0,0,0,0,0,47,0,2,0,0,11,0,2,0,0,0,0,1,0,16,0,1,0,0,11,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,23,9,0,1,12,3,3,2,0,0,0,0,2,0,7632,17976,4284,154,2,30048,910,95,25,1,3,0,124,3,3390,1645,451,90,0,5576,54,167,2,0,2,0,171,0,1283,264,41,23,0,1611,7,565,152,9,26,0,752,4,85,141,5,3,0,234,13,1137,15661,3763,0,2,20563,820,910,86,14,7,0,1017,9,309139,1219,17988148,0.2,2988,701,210302,0.1,87177,1078,5990064,0.1,7024,2854,200065,0.1,44296,870,2605321,0.1,23597,1347,1350665,0.1,4545,850,226872,0.1,121532,1843,6238949,0.3,17980,686,1165910,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,0,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1333,655,0,0,0,18,1,0,0,2,1,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,5,10,12,26,56,102,196,183,200,115
2021-05-27,96,12,3,0,24,29,4,0,0,0,0,0,0,0,38,0,0,0,0,9,0,3,0,1,0,0,2,0,16,0,2,0,0,12,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,34,12,0,0,24,3,4,2,0,0,0,0,1,0,7635,17989,4284,154,1,30063,910,95,25,1,3,0,124,3,3390,1645,451,90,0,5576,54,168,2,0,2,0,172,0,1285,264,41,23,0,1613,7,565,152,9,26,0,752,4,85,141,5,3,0,234,13,1137,15674,3763,0,1,20575,820,910,86,14,7,0,1017,9,334942,1321,18069196,0.2,3096,727,210804,0.1,89005,1101,6008070,0.1,6909,2807,201170,0.1,45282,889,2614542,0.1,26764,1527,1357707,0.1,4559,853,227828,0.1,140455,2130,6279360,0.3,18872,720,1169715,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,0,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1333,655,0,0,0,16,2,0,0,2,1,3,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,5,10,12,26,56,102,196,183,200,115
2021-05-28,97,3,7,1,27,33,5,0,0,0,0,0,0,0,38,0,3,0,0,12,0,3,0,0,0,0,2,0,13,0,2,0,0,12,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,39,3,2,1,27,4,5,2,0,0,0,0,1,0,7641,17992,4285,154,1,30073,910,95,25,1,3,0,124,3,3393,1645,451,90,0,5579,54,168,2,0,2,0,172,0,1287,264,41,23,0,1615,7,565,152,9,26,0,752,4,85,141,5,3,0,234,13,1138,15677,3764,0,1,20580,820,910,86,14,7,0,1017,9,380396,1500,18164843,0.2,3794,890,212049,0.1,91907,1137,6025663,0.1,6607,2685,202281,0.1,46461,912,2623951,0.1,31485,1797,1366004,0.1,4804,899,228890,0.1,169875,2576,6326822,0.3,25463,971,1179183,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,0,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1333,655,0,0,0,17,2,0,0,2,1,3,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,5,10,12,26,56,102,196,183,200,115
2021-05-29,100,4,5,1,31,34,7,0,0,0,0,0,0,0,33,0,1,0,0,12,0,4,0,1,0,0,2,0,14,0,1,0,0,11,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,45,4,2,1,31,6,7,2,0,0,0,0,1,0,7646,17996,4285,154,2,30083,910,95,25,1,3,0,124,3,3394,1645,451,90,0,5580,54,169,2,0,2,0,173,0,1288,264,41,23,0,1616,7,565,152,9,26,0,752,4,85,141,5,3,0,234,13,1140,15681,3764,0,2,20587,820,910,86,14,7,0,1017,9,425257,1677,18249178,0.2,4113,965,212672,0.1,96250,1190,6042675,0.1,7216,2932,203762,0.1,40200,789,2623951,0.1,35128,2005,1373148,0.1,5596,1047,230341,0.1,211291,3204,6383446,0.3,25463,971,1179183,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,0,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1333,655,0,0,0,15,2,0,0,2,1,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,5,10,12,26,56,102,196,183,200,115
2021-05-30,102,0,9,5,31,39,13,0,0,0,0,0,0,0,32,0,5,0,0,15,0,3,0,0,0,0,2,0,13,0,2,0,0,12,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,49,0,1,5,31,6,13,2,0,0,0,0,1,0,7656,17997,4285,154,6,30098,910,95,25,1,3,0,124,3,3399,1645,451,90,0,5585,54,169,2,0,2,0,173,0,1290,264,41,23,0,1618,7,567,152,9,26,0,754,4,85,141,5,3,0,234,13,1141,15682,3764,0,6,20593,820,910,86,14,7,0,1017,9,462057,1822,18319177,0.2,4314,1012,213042,0.1,102219,1264,6058664,0.1,8151,3312,205324,0.1,36010,707,2623951,0.1,37684,2151,1379040,0.1,6089,1139,231226,0.1,242127,3672,6428747,0.3,25463,971,1179183,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,0,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1333,655,0,0,0,18,1,0,0,2,1,3,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,5,10,12,26,56,102,196,183,200,115
2021-05-31,110,4,2,2,35,33,18,0,0,0,0,0,0,0,33,0,2,0,0,15,0,3,0,0,0,0,2,0,14,0,0,0,0,9,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,54,4,0,1,35,5,17,3,0,0,1,0,0,1,7658,18004,4285,154,5,30106,910,95,25,1,3,0,124,3,3401,1645,451,90,0,5587,54,169,2,0,2,0,173,0,1290,264,41,23,0,1618,7,567,152,9,26,0,754,4,85,141,5,3,0,234,13,1141,15689,3764,0,4,20598,820,910,86,14,7,1,1018,9,507602,2002,18398692,0.2,4422,1038,213381,0.1,106417,1316,6072521,0.1,9523,3870,207328,0.1,32029,629,2623951,0.1,40546,2314,1384104,0.1,6584,1232,232091,0.1,274744,4167,6472621,0.3,33337,1272,1192695,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,0,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1333,655,0,0,0,20,1,0,0,2,1,3,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,5,10,12,26,56,102,196,183,200,115
2021-06-01,115,5,3,4,37,31,24,0,0,0,0,0,0,0,32,0,0,0,0,13,0,0,0,0,0,0,2,0,14,0,0,0,0,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,63,5,2,4,37,7,23,4,0,1,0,0,1,1,7661,18011,4285,154,7,30118,910,95,25,1,3,0,124,3,3401,1645,451,90,0,5587,54,169,2,0,2,0,173,0,1290,264,41,23,0,1618,7,567,152,9,26,0,754,4,85,141,5,3,0,234,13,1143,15695,3764,0,7,20609,820,911,87,14,7,0,1019,9,537301,2119,18463955,0.2,4225,991,213868,0.1,108956,1348,6082322,0.1,10751,4368,209398,0.1,26726,525,2623951,0.1,43137,2462,1389438,0.1,6793,1271,232862,0.1,302551,4588,6515320,0.3,34162,1303,1196796,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,1,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,1,1333,655,0,0,0,16,1,0,0,2,1,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,102,56,183,196,115,200
2021-06-02,118,5,3,1,33,28,27,0,0,0,0,0,0,0,31,0,1,0,0,12,0,3,0,0,0,0,2,0,13,0,1,0,0,7,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,67,5,0,1,33,6,26,1,0,0,0,0,0,1,7667,18014,4285,159,5,30130,910,95,20,1,8,0,124,3,3402,1645,451,90,0,5588,54,169,2,0,2,0,173,0,1291,264,41,23,0,1619,7,573,152,9,26,0,760,4,85,141,5,3,0,234,13,1142,15703,3764,0,5,20614,820,910,87,14,7,0,1018,9,563087,2221,18551235,0.2,4532,1063,214834,0.1,113809,1408,6103873,0.1,9379,3811,209444,0.1,18630,366,2623951,0.1,46691,2665,1397356,0.1,7223,1351,234095,0.1,327404,4965,6566353,0.3,35419,1351,1201329,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,1,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,1,1333,655,0,0,0,20,1,0,0,2,1,3,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,102,56,183,196,115,200
2021-06-03,123,3,5,0,24,29,30,0,0,0,0,0,0,0,33,0,2,0,0,14,0,2,0,0,0,0,1,0,14,0,2,0,0,6,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,69,3,0,0,24,6,29,1,0,0,0,0,0,1,7671,18018,4285,159,4,30137,910,95,20,1,8,0,124,3,3404,1645,451,90,0,5590,54,169,2,0,2,0,173,0,1293,264,41,23,0,1621,7,573,152,9,26,0,760,4,85,141,5,3,0,234,13,1142,15707,3764,0,4,20617,820,910,87,14,7,0,1018,9,574417,2265,18643613,0.2,5202,1221,216006,0.1,114475,1416,6122545,0.1,9856,4005,211026,0.1,9409,185,2623951,0.1,47708,2723,1405415,0.1,7607,1423,235435,0.1,344512,5225,6623872,0.3,35648,1360,1205363,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,2,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,2,1333,655,0,0,0,20,0,0,0,3,0,2,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,102,56,183,196,115,200
2021-06-04,126,4,3,0,24,26,30,0,0,0,0,0,0,0,32,0,0,0,0,11,0,2,0,0,0,0,1,0,14,0,0,0,0,5,0,5,0,1,0,0,3,0,0,0,0,0,0,0,0,72,4,2,0,24,6,29,1,0,0,0,0,0,1,7682,18021,4287,159,1,30150,910,95,20,1,8,0,124,3,3404,1645,451,90,0,5590,54,169,2,0,2,0,173,0,1301,264,41,23,0,1629,7,574,152,9,26,0,761,4,85,141,5,3,0,234,13,1144,15710,3766,0,1,20621,820,910,87,14,7,0,1018,9,586552,2313,18751395,0.2,4874,1144,216923,0.1,119465,1478,6145128,0.1,10628,4319,212909,0.1,21225,417,2645176,0.1,46109,2631,1412113,0.1,7742,1448,236632,0.1,346489,5255,6673311,0.3,30020,1145,1209203,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,2,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,2,1333,655,0,0,0,19,0,0,0,3,0,2,0,10,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,102,56,183,196,115,200
